"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",0.000102817191034341,0.00767207260540148,0.705506463560859,2.45357767173277,0,27,"MTCO2P12;MT-ND6;MT-CYB;MT-ND5;MT-ATP6;OAS1;MT-ND3;MT-ND4L;MT-ND1;MT-CO1;MT-ND4;MT-CO3;MT-CO2;MT-ATP8;MT-ND2"
"GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",0.000101327388793191,0.00767207260540148,0.611345691791386,2.23896508184414,0,37,"MTCO2P12;MT-ND6;MT-CYB;MT-ND5;MT-ATP6;OAS1;MT-ND3;MT-ND4L;MT-ND1;MT-CO1;MT-ND4;ZBTB20;MT-CO3;MT-CO2;MT-ATP8;MT-ND2"
"GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT",0.000101389029706986,0.00767207260540148,0.571456648421769,2.08371893643025,0,36,"NOG;SLIT2;VEGFA;BMP2;ROBO2;BASP1;SLC22A6;AQP1;IRX3;EYA1;HS3ST3A1;HES5;WNT7B;GREB1L;DLL1;SDC4;OSR1;SFRP1;GREM1;CALB1;EPHA7;SPRY1;IRX1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT"
"GOBP_MITOTIC_NUCLEAR_DIVISION",0.000100704934541793,0.00767207260540148,0.512099702916282,1.92585409264941,0,44,"AURKB;DLGAP5;NCAPH;CDCA8;KIF4A;BUB1;NEK2;KNL1;BIRC5;TTN;CENPF;MKI67;UBE2C;CDCA2;KIF14;CDC25C;TPX2;SKA1;TOM1L1;CCNB1;KIF18A;SMPD3;MYBL2;EDN3;CDK1;CENPK;TTK;NCAPG;IL1B;CEP55;KIF23;SPC24"
"GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS",0.000104220948410631,0.00767207260540148,0.661018954747041,2.22694207635537,0,23,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;RRM2;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",0.000105999576001696,0.00767207260540148,0.69399193417728,2.2473276478905,0,19,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;ZBTB20;MT-ATP8;MT-ND2"
"GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",0.000106837606837607,0.00767207260540148,0.743177805894292,2.37268766039628,0,18,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;RRM2;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_OXIDATIVE_PHOSPHORYLATION",0.000106837606837607,0.00767207260540148,0.809570949238848,2.5846560355269,0,18,"MTCO2P12;MT-ND6;MT-CYB;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-CO1;MT-ND4;MT-CO3;MT-CO2;MT-ATP8;MT-ND2"
"GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION",0.000105130361648444,0.00767207260540148,0.67320966112765,2.22225548971922,0,21,"H2BC4;H3C10;H4C5;H2BC11;H2BC8;CENPA;DLGAP5;H4C8;H2BC6;HJURP;CENPF;H1-2;CDC45;H2BC15"
"GOBP_PROTON_TRANSMEMBRANE_TRANSPORT",0.000103745201784417,0.00767207260540148,0.723315631764748,2.45664570908196,0,24,"MTCO2P12;MT-ND6;MT-CYB;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-CO1;MT-ND4;MT-CO3;MT-CO2;MT-ATP8;MT-ND2"
"GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.000105130361648444,0.00767207260540148,0.657080107809593,2.16901206426432,0,21,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",0.000107480653482373,0.00767207260540148,0.732383069366269,2.30863187410668,0,17,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS",0.000109805644010102,0.00767207260540148,0.777837520392147,2.34041391555569,0,14,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;MT-ATP8;MT-ND2"
"GOBP_CELL_CYCLE",0.0001999800019998,0.0122014183104794,0.404316394039912,1.70588915199888,1,136,"AURKB;CENPA;CCNA2;DLGAP5;NCAPH;CDKN2A;MME;BMP2;FAM83D;CYP27B1;ORC1;CDCA8;TP73;E2F2;KIF4A;BUB1;CCNB2;RRM2;NEK2;CDKN2C;HJURP;KNL1;MN1;BIRC5;EXO1;TTN;CENPF;KIF20A;MKI67;TUBA1C;MX2;DTL;INSM1;TOP2A;UBE2C;CDCA2;GLI1;KIF14;SERPINE1;CDC45;FOXG1;SFRP1;CDKN2B;CDC25C;TPX2;CDK5R1;PTTG1;SKA1;ALOX15B;TOM1L1;PTPN3;CCNB1;KIF18A;SMPD3;MELK;SPRY1;MYBL2;EDN3;CDK1;CENPK;CCL2;TTK;GPNMB;PRKCB;NCAPG;BRINP1;IL1B;CAMSAP3;CEP55;PBK;KCNH5;ESCO2;KIF23;SPC24"
"GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT",0.0002050020500205,0.0122014183104794,0.570729621425748,1.99638720852685,1,28,"NOG;VEGFA;BMP2;BASP1;SLC22A6;AQP1;IRX3;EYA1;HS3ST3A1;HES5;WNT7B;GREB1L;DLL1;OSR1;GREM1;CALB1;IRX1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT"
"GOBP_NUCLEOTIDE_METABOLIC_PROCESS",0.000203748981255094,0.0122014183104794,0.54764374225552,1.96752413327893,1,33,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;ZBTB20;RRM2;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_REGULATION_OF_CELL_CYCLE_PROCESS",0.000200120072043226,0.0122014183104794,0.461891142218263,1.82819823804701,1,69,"AURKB;DLGAP5;NCAPH;CDKN2A;FAM83D;ORC1;CDCA8;BUB1;RRM2;NEK2;CDKN2C;KNL1;MN1;BIRC5;CENPF;KIF20A;MKI67;DTL;INSM1;UBE2C;CDCA2;GLI1;KIF14;CDC45;SFRP1;CDKN2B;CDC25C;TPX2;SKA1;TOM1L1;CCNB1;SMPD3;EDN3;CDK1;CCL2;TTK;GPNMB;NCAPG;IL1B;CAMSAP3;KCNH5;KIF23;SPC24"
"GOBP_MITOTIC_CELL_CYCLE",3e-04,0.0159897315476309,0.422648881273508,1.73083136917215,2,97,"AURKB;CENPA;CCNA2;DLGAP5;NCAPH;CDKN2A;ORC1;CDCA8;TP73;KIF4A;BUB1;CCNB2;RRM2;NEK2;CDKN2C;KNL1;BIRC5;TTN;CENPF;KIF20A;MKI67;TUBA1C;DTL;UBE2C;CDCA2;KIF14;CDC45;FOXG1;CDKN2B;CDC25C;TPX2;SKA1;TOM1L1;PTPN3;CCNB1;KIF18A;SMPD3;MELK;SPRY1;MYBL2;EDN3;CDK1;CENPK;CCL2;TTK;GPNMB;PRKCB;NCAPG;BRINP1;IL1B;CEP55;PBK;KCNH5;KIF23;SPC24;TRIM71"
"GOBP_MITOTIC_CELL_CYCLE_PROCESS",0.0003000600120024,0.0159897315476309,0.434455826769297,1.75560274077661,2,84,"AURKB;CENPA;CCNA2;DLGAP5;NCAPH;CDKN2A;ORC1;CDCA8;KIF4A;BUB1;CCNB2;RRM2;NEK2;CDKN2C;KNL1;BIRC5;TTN;CENPF;KIF20A;MKI67;DTL;UBE2C;CDCA2;KIF14;CDC45;CDKN2B;CDC25C;TPX2;SKA1;TOM1L1;CCNB1;KIF18A;SMPD3;MELK;SPRY1;MYBL2;EDN3;CDK1;CENPK;CCL2;TTK;GPNMB;PRKCB;NCAPG;IL1B;CEP55;KCNH5;KIF23;SPC24;TRIM71"
"GOBP_REGULATION_OF_CELL_CYCLE",0.000300090027008102,0.0159897315476309,0.419473702239641,1.7063122184053,2,90,"AURKB;DLGAP5;NCAPH;CDKN2A;BMP2;FAM83D;ORC1;CDCA8;TP73;E2F2;BUB1;RRM2;NEK2;CDKN2C;KNL1;MN1;BIRC5;CENPF;KIF20A;MKI67;MX2;DTL;INSM1;UBE2C;CDCA2;GLI1;KIF14;CDC45;FOXG1;SFRP1;CDKN2B;CDC25C;TPX2;SKA1;ALOX15B;TOM1L1;PTPN3;CCNB1;SMPD3;EDN3;CDK1;CCL2;TTK;GPNMB;NCAPG;BRINP1;IL1B"
"GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS",0.000308451573103023,0.0159897315476309,0.576746334978312,2.00578166586056,2,27,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;ZBTB20;MT-ATP8;MT-ND2"
"GOBP_NUCLEOSOME_ORGANIZATION",0.00033288948069241,0.016717293608522,0.701636183447417,2.06997603714438,2,13,"H2BC4;H3C10;H4C5;H2BC11;H2BC8;H4C8;H2BC6"
"GOBP_ORGANELLE_FISSION",0.000501454217229967,0.0244193008208654,0.474211937999158,1.82293551540668,4,52,"AURKB;DLGAP5;NCAPH;CDCA8;KIF4A;BUB1;CCNB2;NEK2;KNL1;BIRC5;TTN;CENPF;MKI67;TOP2A;UBE2C;CDCA2;KIF14;CDC25C;TPX2;PTTG1;SKA1;TOM1L1;CCNB1;KIF18A;SMPD3;MYBL2;EDN3;CDK1;CENPK;TTK;NCAPG;IL1B;CEP55;KIF23;SPC24"
"GOBP_MITOCHONDRION_ORGANIZATION",0.000518726008922087,0.0245174322452292,0.572077561998523,1.94298564309589,4,24,"MT-ND6;MT-ND5;MMP9;IFI6;MT-ND1;MT-ND4;TP73;MT-ND2;BCL2A1"
"GOBP_MESONEPHROS_DEVELOPMENT",0.000617601646937725,0.0283567384751121,0.560211590832601,1.93723853425353,5,26,"NOG;SLIT2;VEGFA;BMP2;ROBO2;BASP1;EYA1;HS3ST3A1;GREB1L;SDC4;OSR1;SFRP1;GREM1;CALB1;SPRY1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT"
"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",0.000707356507679871,0.0308625547687572,0.50429613787483,1.8692758868929,6,40,"AURKB;DLGAP5;NCAPH;FAM83D;CDCA8;KIF4A;BUB1;CCNB2;NEK2;KNL1;BIRC5;TTN;CENPF;TOP2A;UBE2C;KIF14;TPX2;PTTG1;SKA1;CCNB1;KIF18A;MYBL2;CDK1;CENPK;TTK;NCAPG;CEP55;KIF23;SPC24"
"GOBP_SISTER_CHROMATID_SEGREGATION",0.000710587757588062,0.0308625547687572,0.515681824342562,1.87133346409359,6,35,"AURKB;DLGAP5;NCAPH;CDCA8;KIF4A;BUB1;NEK2;KNL1;BIRC5;TTN;CENPF;TOP2A;UBE2C;KIF14;TPX2;SKA1;CCNB1;KIF18A;MYBL2;CDK1;CENPK;TTK;NCAPG;CEP55;KIF23;SPC24"
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.000814995925020375,0.0335820115771216,0.52225273271516,1.87630164649725,7,33,"AURKB;DLGAP5;NCAPH;CDCA8;KIF4A;BUB1;NEK2;KNL1;BIRC5;TTN;CENPF;UBE2C;KIF14;TPX2;SKA1;CCNB1;KIF18A;MYBL2;CDK1;CENPK;TTK;NCAPG;CEP55;KIF23;SPC24"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE",0.000801121570198278,0.0335820115771216,0.461246924500109,1.79480423365799,7,58,"AURKB;DLGAP5;CDKN2A;ORC1;CDCA8;TP73;BUB1;RRM2;NEK2;CDKN2C;KNL1;BIRC5;CENPF;MKI67;DTL;UBE2C;CDCA2;KIF14;FOXG1;CDKN2B;CDC25C;SKA1;TOM1L1;PTPN3;CCNB1;SMPD3;EDN3;CDK1;CCL2;TTK;GPNMB;BRINP1;IL1B"
"GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS",0.000907349531202742,0.0364527674160702,0.488927970372151,1.82606948968286,8,42,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;ZBTB20;ENTPD2;RRM2;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_RENAL_SYSTEM_DEVELOPMENT",0.00160112078454918,0.0627561244090376,0.432250430894176,1.70558269487292,15,67,"NOG;MMP9;SLIT2;VEGFA;MME;BMP2;ROBO2;BASP1;SLC22A6;AQP1;TP73;IRX3;EYA1;ITGB3;PDGFRA;HS3ST3A1;CENPF;HES5;WNT7B;GREB1L;DLL1;SDC4;OSR1;TFAP2A;SFRP1;GREM1;CALB1;EPHA7;ASS1;ANGPT1;SPRY1;IRX1;GFRA1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT;EGR1;FRAS1"
"GOBP_KIDNEY_MORPHOGENESIS",0.00195573854863613,0.0748302820871014,0.536209481302787,1.85423808898352,18,26,"NOG;VEGFA;BMP2;BASP1;IRX3;EYA1;HS3ST3A1;HES5;WNT7B;GREB1L;OSR1;GREM1;CALB1;IRX1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT;FRAS1"
"GOBP_RENAL_TUBULE_DEVELOPMENT",0.002050020500205,0.0766135568332428,0.52507004763952,1.83667202005301,19,28,"NOG;VEGFA;BMP2;SLC22A6;AQP1;IRX3;EYA1;HS3ST3A1;HES5;WNT7B;GREB1L;DLL1;OSR1;GREM1;CALB1;IRX1;SIX1;HS3ST3B1;HOXB7;NPNT"
"GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION",0.00235752357523575,0.0861031905773603,0.520706018318437,1.82140683670318,22,28,"AURKB;DLGAP5;CDCA8;BUB1;NEK2;KNL1;BIRC5;CENPF;MKI67;UBE2C;CDCA2;CDC25C;SKA1;TOM1L1;CCNB1;SMPD3;EDN3;TTK;IL1B"
"GOBP_NEPHRON_DEVELOPMENT",0.00293047696038804,0.104650588340968,0.464528772332965,1.72187008321983,28,40,"NOG;VEGFA;BMP2;BASP1;SLC22A6;AQP1;IRX3;EYA1;ITGB3;PDGFRA;HS3ST3A1;HES5;WNT7B;GREB1L;DLL1;OSR1;GREM1;CALB1;ANGPT1;IRX1;FOXJ1;SIX1;HS3ST3B1;HOXB7;NPNT;EGR1"
"GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS",0.00301799187463726,0.105432890055263,0.680487286831792,1.8633830830158,25,10,"AURKB;MMP9;MME;SLC24A4;AQP1"
"GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT",0.00312531505192056,0.106859176349709,0.463906229959156,1.73261720321998,30,42,"NOG;SLIT2;CYP7B1;VEGFA;ROBO2;BASP1;ATN1;PDGFRA;MMP19;SFRP2;GREB1L;GLI1;OSR1;SFRP1;TNFAIP6;NR0B1;CSMD1;FGF9;ALOX15B;KIF18A"
"GOBP_GLAND_DEVELOPMENT",0.00350525788683025,0.112658988482724,0.427051116745197,1.66533765173827,34,59,"MTCO2P12;NOG;CYP7B1;LIMS2;CDKN2A;VEGFA;BMP2;LAMA1;CCNB2;PDGFRA;MT-CO2;TFCP2L1;WNT7B;ONECUT2;INSM1;GLI1;GSX1;SFRP1;PITX1;NRG1;ITGA2;NR0B1;CSMD1;IGFBP5;ALOX15B"
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",0.00348229831688915,0.112658988482724,0.676468405840272,1.85237815317043,29,10,"H4C5;AURKB;H2BC11;CENPA;H4C8;KNL1;H2AC8;CDK1;TTK"
"GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",0.00344513121896849,0.112658988482724,0.473351251598066,1.73358042430916,33,37,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;ZBTB20;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_METANEPHROS_DEVELOPMENT",0.00370560988162635,0.114655972001607,0.518221960521195,1.79203637990785,35,26,"ROBO2;BASP1;SLC22A6;AQP1;IRX3;EYA1;PDGFRA;HES5;WNT7B;GREB1L;OSR1;GREM1;CALB1;SPRY1;IRX1;FOXJ1;SIX1;EGR1;FRAS1"
"GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS",0.00385278312886546,0.114655972001607,0.471300562366399,1.71851689759023,37,36,"MT-ND6;MT-ND5;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;RRM2;NMNAT3;MT-ATP8;MT-ND2"
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",0.00371597870844632,0.114655972001607,0.450661187196924,1.71490577488176,36,48,"AURKB;DLGAP5;CDKN2A;FAM83D;ORC1;CDCA8;BUB1;RRM2;CDKN2C;KNL1;MN1;BIRC5;CENPF;DTL;UBE2C;GLI1;KIF14;CDC45;CDKN2B;CDC25C;SKA1;CCNB1;CDK1;CCL2;TTK;GPNMB"
"GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",0.00383993532740501,0.114655972001607,0.460182955283515,1.7057614311615,37,40,"AURKB;DLGAP5;CDKN2A;ORC1;CDCA8;BUB1;RRM2;CDKN2C;KNL1;BIRC5;CENPF;DTL;UBE2C;KIF14;CDKN2B;CDC25C;SKA1;CCNB1;CDK1;CCL2;TTK;GPNMB"
"GOBP_CELL_DIVISION",0.00400240144086452,0.116942893008532,0.410493205065263,1.62272594429517,39,68,"AURKB;CENPA;CCNA2;NCAPH;CDKN2A;VEGFA;FAM83D;CDCA8;KIF4A;BUB1;CCNB2;NEK2;KNL1;BIRC5;CENPF;SFRP2;KIF20A;TUBA1C;TOP2A;UBE2C;CDCA2;KIF14;DLL1;CDC25C;TPX2;PTTG1;SKA1;FGF9;CCNB1;CDK1;NAP1L2;NCAPG;PIMREG;IL1B;CEP55;OSM;KIF23;SPC24;FGF13"
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE",0.00475804818789229,0.136538989963266,0.460367669327351,1.69914606778317,46,39,"AURKB;CDKN2A;BMP2;ORC1;CDCA8;BUB1;NEK2;KNL1;BIRC5;CENPF;DTL;CDC45;CDKN2B;SKA1;ALOX15B;TOM1L1;PTPN3;CCNB1;CDK1;CCL2;TTK;GPNMB;BRINP1;CAMSAP3"
"GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS",0.0052203594016665,0.140011275112751,0.434072095408188,1.65855606152037,51,50,"MT-ND6;MT-ND5;GALNT17;MT-ATP6;MT-ND3;MT-ND4L;MT-ND1;MT-ND4;RRM2;ST8SIA3;HS3ST3A1;MT-ATP8;MT-ND2;CHST6;CHST8;NDST3"
"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",0.00522755227552276,0.140011275112751,0.496822712684878,1.7378640800734,50,28,"AURKB;ORC1;CDCA8;BUB1;KNL1;BIRC5;CENPF;DTL;CDKN2B;SKA1;TOM1L1;PTPN3;CCNB1;CDK1;CCL2;TTK;GPNMB;BRINP1"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS",0.00506636943965954,0.140011275112751,0.466327367954995,1.70785646742694,49,37,"AURKB;DLGAP5;NCAPH;FAM83D;CDCA8;BUB1;RRM2;KNL1;BIRC5;DTL;UBE2C;GLI1;KIF14;CDC25C;SKA1;CCNB1;SMPD3;EDN3;CDK1;NCAPG;IL1B"
"GOBP_PROTEIN_CONTAINING_COMPLEX_ORGANIZATION",0.004999500049995,0.140011275112751,0.327919810490947,1.41237291944439,49,184,"H2BC4;MT-ND6;RN7SL1;MT-ND5;H3C10;H4C5;AURKB;H2BC11;H2BC8;OAS1;CENPA;SLIT2;DLGAP5;SLN;H4C8;VEGFA;H2BC6;MT-ND1;BASP1;MT-ND4;CLIP3;TP73;RRM2;MT-CO3;STXBP6;ALOX5AP;HJURP;POLQ;MT-ND2;P2RY12;TTN;CENPF;HES5;H1-2;INSM1;UBE2C;ISG15;KIF14;HOPX;CDC45;FBLIM1;RYR3;OPRD1;NRG1;H2BC15;HLA-DPA1;TPX2;CDK5R1;GPIHBP1;VAMP2;SKA1;HLA-DQB2;CCNB1;KIF18A;ANGPT1;KCNG1;CDK1;PRRT2;NAP1L2;CENPK;FMOD;HLA-DOA;KCNF1;CD36;CELF4;DAAM2;CELF5;TDO2"
"GOBP_DNA_METABOLIC_PROCESS",0.00552264283562607,0.14314333930405,0.431881212706322,1.64765989190202,54,49,"AURKB;CCNA2;NEIL3;ADRA2A;VEGFA;ORC1;MCM10;TP73;EYA1;NEK2;POLQ;EXO1;CENPF;CHRNA4;H1-2;DTL;TOP2A;GLI1"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",0.00545560069645966,0.14314333930405,0.658939698668322,1.8043791720823,46,10,"H2BC11;OAS1;SLIT2;CARD16;ISG15;IL1RN;IL1R2;CAV1"
"GOBP_CHROMOSOME_LOCALIZATION",0.00630782169890664,0.160899515399095,0.530400961961512,1.75084601058307,59,21,"AURKB;DLGAP5;FAM83D;CDCA8;NEK2;KNL1;BIRC5;CENPF;KIF14;SKA1;CCNB1;KIF18A;CDK1;TTK;CEP55;SPC24"
"GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS",0.0065038795070744,0.163308349497946,0.629199643163315,1.77020728403277,56,11,"LRAT;CYP27B1;RBP1;CYP4F12;RPE65;CYP4F3;RLBP1"
"GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION",0.00661636680208938,0.163576945399348,0.649545480684454,1.77865491946503,56,10,"H4C5;H4C8;RUNX1;LTF;DLL1;SFRP1;TNFAIP6"
"GOBP_CELL_CYCLE_PHASE_TRANSITION",0.00681021532298448,0.165818424606607,0.40906030402005,1.59518029435935,67,59,"AURKB;CCNA2;DLGAP5;CDKN2A;FAM83D;ORC1;CDCA8;BUB1;CCNB2;RRM2;CDKN2C;KNL1;MN1;BIRC5;CENPF;DTL;UBE2C;GLI1;KIF14;CDC45;CDKN2B;CDC25C;SKA1;CCNB1;MELK;CDK1;CCL2;TTK;GPNMB"
"GOBP_MEMBRANE_DOCKING",0.00707070707070707,0.169591436755616,-0.466532460996477,-2.04543584870076,6,13,"STX1B;CPLX2;SYT1;UNC13A;GNAO1;RIMS1;RIMS2;SNAP25;VCAM1;STXBP1;KCNB1;ICAM1;UNC13C"
"GOBP_REGULATION_OF_NUCLEAR_DIVISION",0.00754947969802081,0.178411968745874,0.477219327588313,1.69906355369239,73,31,"AURKB;DLGAP5;CDCA8;BUB1;NEK2;KNL1;BIRC5;CENPF;MKI67;UBE2C;CDCA2;CDC25C;SKA1;TOM1L1;CCNB1;SMPD3;EDN3;TTK;IL1B"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE",0.00788117611397393,0.183551449495016,0.440222798209073,1.63759187867982,77,41,"AURKB;DLGAP5;NCAPH;FAM83D;CDCA8;BUB1;RRM2;KNL1;BIRC5;DTL;UBE2C;GLI1;KIF14;FOXG1;CDC25C;SKA1;CCNB1;SMPD3;EDN3;CDK1;NCAPG;IL1B"
