"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM",0.000812347684809098,0.123791102514507,0.43795693375728,1.92330605128591,7,45,"EDN3;SCNN1B;NOS1;ANGPT1;BDKRB2;CD36;SLC2A3;FGFBP3;LRP2;ABCC3;NPPA;SLC1A2;SVEP1;DOCK5;AKAP12;SLC2A10;ACTA2;HTR2A;SLC38A1"
"GOBP_RESPONSE_TO_VIRUS",0.00115461320457647,0.156257653686015,0.488746611529117,1.94710542309049,10,28,"CCL4;IFI6;IFI44L;RSAD2;MX1;PENK;HMGA2;BST2;OAS1;ACTA2;GBP3;IL1B;CXCL10;GBP1;GBP5;ISG15;OAS2;RNASE1;SPON2"
"GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.00175554092604784,0.178187403993856,0.561199497698515,2.02859621805354,15,19,"PDGFD;GPR37L1;CD36;GPR37;HGF;NPPA;CYP1B1;DDR2;FOS"
"GOBP_ERK1_AND_ERK2_CASCADE",0.00170682730923695,0.178187403993856,0.378229470973693,1.76795358346116,16,67,"PDGFD;NRG1;ANGPT1;CD36;MARCO;ERBB4;ICAM1;ITGB3;C1QL4;C5AR1;CCL3;PLA2G2A;DDR2;NPNT;CHRNA9;AKAP12;FGFR3;DUSP5;SPRY1;DUSP4;ACTA2;HTR2A;RAMP3;PLA2G5;EGFR;IL1B;MTURN;FN1;GBP1;TREM2"
"GOBP_MAPK_CASCADE",0.001500300060012,0.178187403993856,0.332753471255316,1.67749990491536,14,121,"PDGFD;EDN3;NRG1;PAK3;ANGPT1;GPR37L1;MDFI;GRIK2;CD36;MARCO;ERBB4;GPR37;ICAM1;ITGB3;C1QL4;C5AR1;HGF;FCGR2B;THBS1;NPPA;CCL3;SEMA3A;PLA2G2A;DDR2;NPNT;CHRNA9;TNFRSF19;AKAP12;FGFR3;DUSP5;RIT2;SPRY1;DUSP4;ACTA2;HTR2A;RAMP3;PLA2G5;EGFR;DIRAS2;EDA2R;IL1B;TGFB2;MTURN;FN1;SCG2"
"GOBP_REGULATION_OF_HEART_GROWTH",0.00161831002196278,0.178187403993856,0.601630143275444,1.95213083913402,13,13,"NRG1;TBX5;RGS4;ERBB4;COL14A1;PI16"
"GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",0.00193423597678917,0.184776425076801,0.638263024332713,1.91095638448116,15,10,"KCNE4;NOS1;KCNE5;NPPA;SCN2B;KCNJ3;FLNA"
"GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",0.00216944507878511,0.195732155997057,0.599739105252835,1.99241286581098,18,14,"AKR1C3;ANGPT1;NDNF;ICAM1;ITGB3;THBS1;CD248;CCL2;NGFR;SCG2"
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.00254171731683059,0.206387446126644,0.552417026236462,1.97019286919962,22,18,"FCGR2A;FCGR1A;CD36;ZBTB20;FCGR2B;THBS1;OAS1;CCL3;AKAP12"
"GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT",0.00249895876718034,0.206387446126644,0.455583957222359,1.85659336091479,23,31,"CCL4;HAP1;NOS1;RGS4;STC2;ITGB3;NPPA;CCL3;CAMK2B;APLNR;SLN;STAC2;CCL2;CXCL10;RYR2;LGALS3"
"GOBP_HEART_GROWTH",0.0028312570781427,0.214051322140513,0.566006879141537,1.92131977033953,24,15,"NRG1;TBX5;RGS4;ERBB4;COL14A1;PI16;NPPA"
"GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.0028997100289971,0.214051322140513,0.29936763828574,1.55267471429429,28,165,"MCF2;SFRP1;GJA1;ANGPT1;GPR37L1;C1QC;CD36;TBX5;RGS4;STC2;ITGB3;SLIT1;THBD;VSIG4;MLIP;PI16;TMEM176B;HGF;SPX;HMGA2;FCGR2B;SIGLEC1;BST2;THBS1;ROBO2;OAS1;CCN4;NPPA;COL4A2;CCL3;IL2RA;PLA2G2A;SVEP1;DOCK5;TMEM176A;LRFN5;SFRP2;HAMP;SLC2A10;RTN4R;SPRY1;ANXA2;NR2E1;FOXJ1;DCN;PLA2G5;FERMT1;APLNR;BCL11A;EGFR;IL1B;SDC4;LOXL2;CXCL10;TGFB2;NGFR;ANGPT2;FN1;GBP1;LGALS3;SOX11;SULF1;TREM2"
"GOBP_GASTRULATION",0.00332571191020578,0.216038245686967,0.445641683913118,1.82877268282546,31,32,"COL11A1;SFRP1;GJA1;COL5A1;ITGB3;HMGA2;COL4A2;LAMB1;DUSP5;SFRP2;DUSP4;APLNR;ITGB2;EYA1;ITGB4;FN1;MMP14"
"GOBP_MUSCLE_CELL_PROLIFERATION",0.00306153689151954,0.216038245686967,0.420009520067889,1.81328602769581,29,41,"PDGFD;NRG1;GJA1;ANGPT1;TBX5;ERBB4;ITGB3;HGF;THBS1;CCN4;DDR2;FOS;CDKN1A"
"GOBP_MYELOID_LEUKOCYTE_MIGRATION",0.00325600325600326,0.216038245686967,0.414881510038229,1.80715997699866,31,43,"PDGFD;EDN3;FOLR2;CCL4;P2RY12;CCL4L2;C5AR1;THBS1;CCL3;PGF;DPEP1;ITGB2;IL1B;CCL2;CXCL10;TGFB2;SCG2;LGALS3;TREM2;MMP14;RARRES2"
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_MIGRATION",0.00362669245647969,0.226528790358578,0.631637517289805,1.89111964868198,29,10,"P2RY12;C5AR1;THBS1;CCL3;CCL2;TREM2;MMP14;RARRES2"
"GOBP_CELLULAR_RESPONSE_TO_STARVATION",0.00444392468717109,0.235718363647506,0.589254029751298,1.86504453938757,37,12,"PAK3;SFRP1;AKR1C3;PLIN2;FOS;CDKN1A"
"GOBP_CIRCULATORY_SYSTEM_DEVELOPMENT",0.0044995500449955,0.235718363647506,0.286109907955647,1.49772271666742,44,184,"PDGFD;COL11A1;NRG1;EGR2;GBX2;SFRP1;GJA1;ANGPT1;CD36;COL5A1;TBX5;RGS4;ERBB4;NDNF;EGR1;ITGB3;AHR;COL14A1;PI16;C5AR1;LRP2;HMGA2;COL15A1;UTY;THBS1;ROBO2;NPPA;COL4A2;PGF;DNAH11;SVEP1;CYP1B1;CDKN1A;SFRP2;HSPB6;COL8A2;SLC2A10;SPRY1;ANXA2;ENPEP;ACTA2;NR2E1;FOXJ1;DCN;APLNR;HOXA13;EGFR;CIMAP3;ITGB2;IL1B;EYA1;LOXL2;CCL2;CXCL10;RYR2;TGFB2;COL1A1;NGFR;ANGPT2;FN1;SCG2;TSPAN18;CYBB;SOX11;SULF1;DRC1;MMP14"
"GOBP_MEMBRANE_REPOLARIZATION",0.00446179587283882,0.235718363647506,0.534327584674344,1.87724132486137,39,17,"KCNE4;NOS1;KCNE5;SLC24A4;NPPA;SCN2B;KCNIP1;KCNJ3"
"GOBP_POSITIVE_REGULATION_OF_LOCOMOTION",0.00400360324291863,0.235718363647506,0.325494583928224,1.60944112975755,39,102,"PDGFD;CCL3L3;EDN3;CCL4;P2RY12;ANGPT1;DSCAM;CCL4L2;ICAM1;LGR6;ITGB3;C5AR1;HGF;EPB41L4B;THBS1;CCN4;CCL3;PGF;SEMA3A;DDR2;DOCK5;LAMB1;SEMA3D;AKAP12;ACTA2;GRIA1;FERMT1;FLNA;EGFR;IL1B;CCL2;CXCL10;TGFB2;COL1A1;FN1;SCG2;SEMA6B;LGALS3;TREM2;MMP14;RARRES2"
"GOBP_REGULATION_OF_ORGAN_GROWTH",0.00433889015757022,0.235718363647506,0.565511803710901,1.87870522967911,37,14,"NRG1;TBX5;RGS4;ERBB4;COL14A1;PI16"
"GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",0.00470035252643948,0.238542890716804,0.479015293044642,1.83708189329796,43,24,"ANGPT1;FCGR2A;FCGR1A;CD36;ZBTB20;FCGR2B;THBS1;OAS1;CCL3;AKAP12"
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",0.00710804224207961,0.239410319410319,0.389943955595865,1.71245506498943,69,45,"EDN3;GBX2;GJA1;ERBB4;ITGB3;FBN2;EPB41L4B;THBS1;SEMA3A;DDR2;DOCK5;SEMA3D;AKAP12;CD248;ACTA2;FERMT1;SDC4;ITGB4;TGFB2;FN1;SEMA6B"
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION",0.00640128025605121,0.239410319410319,0.309682936617689,1.55762615885877,63,118,"EDN3;MCF2;EGR2;PAK3;EPHA5;DLX5;GBX2;NEFH;PPFIA2;DSCAM;SLITRK2;LGR6;SLIT1;ANK3;ROBO2;KNDC1;SEMA3A;SEMA3D;EPHA3;CUX2;LGI1;ATP8A2;GAP43;SLITRK3;RTN4R;CAMK2B;HMCN2;PRDM8;UNC5C;SULT4A1;LHX9;NR2E1;CCK;BCL11A;CDK5R2;NTNG2;HECW1;TBR1;TGFB2;NGFR;FN1;SEMA6B;ISLR2"
"GOBP_DEFENSE_RESPONSE_TO_VIRUS",0.00561191452622491,0.239410319410319,0.4843850029144,1.81980975219332,51,22,"IFI6;IFI44L;RSAD2;MX1;BST2;OAS1;GBP3;IL1B;CXCL10;GBP1;GBP5;ISG15;OAS2;RNASE1;SPON2"
"GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT",0.0063238277055244,0.239410319410319,0.595493711468069,1.83286957556104,52,11,"BDKRB2;CD36;SPX;THBS1;PLA2G2A;PLIN2;PLA2G5"
"GOBP_MESENCHYMAL_CELL_DIFFERENTIATION",0.00681725681725682,0.239410319410319,0.390656043227836,1.70163757365073,66,43,"EDN3;NRG1;GBX2;SFRP1;TBX5;ERBB4;HGF;HMGA2;SEMA3A;SEMA3D;EPHA3;SFRP2;SPRY1;IL1B;LOXL2;TGFB2;COL1A1;FN1;SEMA6B"
"GOBP_PEPTIDYL_TYROSINE_MODIFICATION",0.00710059171597633,0.239410319410319,0.470359531751143,1.78226970013345,65,23,"NRG1;SFRP1;ANGPT1;ERBB4;DDR2;EPHA3;FGFR3;SFRP2;GPRC5A;EGFR;ITGB2"
"GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS",0.0055549732732418,0.239410319410319,0.443538549971728,1.77935962713071,52,29,"PDGFD;EDN3;CCL4;P2RY12;DSCAM;C5AR1;THBS1;CCL3;PGF"
"GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION",0.00530106021204241,0.239410319410319,0.299452757682223,1.5364085000949,52,145,"PDGFD;EDN3;CCL4;NRG1;P2RY12;AKR1C3;GJA1;ANGPT1;RSAD2;GPR37L1;CD36;MARCO;ERBB4;GPR37;ICAM1;ITGB3;C5AR1;HGF;FCGR2B;BST2;THBS1;NPPA;CCL3;SEMA3A;PLA2G2A;DDR2;NPNT;PCP4;TNFRSF19;AKAP12;FGFR3;RTN4R;CHD5;RIT2;MN1;ACTA2;ALOX15B;HTR2A;RAMP3;DCN;PLA2G5;FLNA;EGFR;DIRAS2;EDA2R;IL1B;TGFB2;MTURN;FN1"
"GOBP_POSITIVE_REGULATION_OF_SIGNALING",0.0072992700729927,0.239410319410319,0.260446239807462,1.4038754766964,72,281,"PDGFD;EDN3;CCL4;HAP1;NRG1;P2RY12;DLX5;NOS1;GALR1;SFRP1;AKR1C3;GJA1;ANGPT1;RSAD2;GPR37L1;GRIK2;CD36;MARCO;RGS4;ERBB4;GPR37;ICAM1;LGR6;MAL;PRRT1;ITGB3;FGFBP3;NSG1;C5AR1;HGF;FCGR2B;BST2;SLC7A10;THBS1;ROBO2;CCN4;NPPA;CCL3;SEMA3A;PLA2G2A;CYP1B1;DDR2;SYT1;NPNT;PCP4;LAMB1;TNFRSF19;CUX2;AKAP12;GPR27;LGI1;FGFR3;SFRP2;SLC2A10;RTN4R;CAMK2B;CHD5;STX1A;BAIAP3;RIT2;MN1;ANXA2;ACTA2;NR2E1;ALOX15B;HTR2A;RAMP3;DCN;PLA2G5;RAB34;GRIA1;FERMT1;CHRM3;FLNA;EGFR;DIRAS2;DOC2B;EDA2R;IL1B;CCL2;RIMS1;LIMS2;TGFB2;COL1A1;MTURN;NGFR;FN1;NNAT;NEUROD2;CACNG5;SOX11;SULF1;CACNG4;TREM2;VSNL1;AMH"
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.00634201585503964,0.239410319410319,0.54170479563812,1.83882594346877,55,15,"PDGFD;GJA1;ITGB3;THBS1;CCN4;DDR2"
"GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT",0.00570913461538462,0.239410319410319,0.3345717090664,1.62129745323117,56,88,"EDN3;CCL4;HAP1;P2RY12;NOS1;RGS4;STC2;ITGB3;KCNE5;ANK3;NPPA;NKAIN3;CCL3;CLDN10;SCN2B;KCNJ16;KCNIP1;KCNJ3;KCNJ6;NKAIN1;KCNG1;HAMP;CAMK2B;FXYD7;PRKG2;HTR2A;GRIA1;APLNR;FLNA;SLN;STAC2;CCL2;CXCL10;RYR2;LGALS3;ATP1B2;TREM2"
"GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",0.00737100737100737,0.239410319410319,0.461494511127043,1.76988756425543,68,24,"PDGFD;CCL4;P2RY12;ITGB3;C5AR1;THBS1;CCL3;CCL2;CXCL10;LGALS3;TREM2;MMP14;RARRES2"
"GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS",0.0064215432418436,0.239410319410319,0.422864431560312,1.74942160852281,61,33,"EDN3;NOS1;RGS4;MYBPH;MLIP;PI16;SPX;NPPA;DOCK5;NPNT;CAMK2B;APLNR;CHRM3;SLN;RYR2"
"GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0.00658114891243726,0.239410319410319,0.518139536234176,1.82036821111549,58,17,"NRG1;SFRP1;ANGPT1;ERBB4;FGFR3;SFRP2;GPRC5A;EGFR;ITGB2"
"GOBP_RESPONSE_TO_IONIZING_RADIATION",0.00531914893617021,0.239410319410319,0.619389344046639,1.8544486776795,43,10,"SFRP1;EGR1;THBD;CDKN1A;SFRP2;EYA1;CXCL10"
"GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA",0.00687743789776227,0.239410319410319,0.408247206953615,1.72776135921772,66,37,"PDGFD;SFRP1;PENK;FBN2;THBS1;COL4A2;DDR2;NPNT;FOS;VEPH1;SLC2A10;SPRY1;ACTA2;FERMT1;TGFB2;COL1A1;SOX11;FMOD;USP9Y;GDF15"
"GOBP_SMOOTH_MUSCLE_CONTRACTION",0.00580033463469046,0.239410319410319,0.525530134211893,1.846333436077,51,17,"EDN3;SCNN1B;BDKRB2;SPX;DOCK5;NPNT;ACTA2;HTR2A;CHRM3;SULF1;CHRNB2"
"GOBP_TAXIS",0.00500801282051282,0.239410319410319,0.334299671547882,1.62527443785384,49,90,"PDGFD;CCL3L3;EDN3;FOLR2;CCL4;NRG1;P2RY12;ANGPT1;DSCAM;CCL4L2;LGR6;ITGB3;SLIT1;C5AR1;HGF;THBS1;ROBO2;CCL3;PGF;SEMA3A;SEMA3D;DPEP1;UNC5C;ITGB2;IL1B;CCL2;CXCL10;CXCL14;TBR1;TGFB2;ANGPT2;SCG2;SEMA6B;LGALS3;TREM2;RARRES2"
"GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1",0.00776432975565198,0.242485990830362,0.543035171214395,1.80403487489665,67,14,"SFRP1;EGR1;CCL3;AKAP12;GBP3;IL1B;CCL2;GBP1;IL1RAP;ST18;CXCL8"
"GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS",0.0076992300769923,0.242485990830362,0.262767152065557,1.40911367748446,76,261,"EDN3;HAP1;NRG1;EGR2;GALR1;HLA-DOA;GJA1;ANGPT1;RSAD2;FCGR2A;FCGR1A;DSCAM;CD36;TBX5;RGS4;ERBB4;SLITRK2;EGR1;PENK;ITGB3;THBD;C5AR1;FBN2;HGF;SPX;LRP2;HMGA2;ZBTB20;FCGR2B;THBS1;ROBO2;OAS1;NPPA;CCL3;IL2RA;SVEP1;CYP1B1;DDR2;NPNT;FOS;CDKN1A;CUX2;AKAP12;TSHR;ATP8A2;SFRP2;HSPB6;SLITRK3;HLA-DPA1;CAMK2B;PRKG2;CLEC5A;SPRY1;DMRTA2;ANXA2;ACTA2;NR2E1;ALOX15B;HTR2A;FOXJ1;GRIA1;FERMT1;APLNR;BCL11A;CHRM3;FLNA;ITGB2;SLN;IL1B;GPIHBP1;LOXL2;ZNF488;CCL2;RIMS1;RYR2;TGFB2;COL1A1;NGFR;ANGPT2;FN1;ISLR2;TRPM8;LGALS3;HILPDA;CYBB;SOX11;SULF1;TREM2;MMP14;TOX;GBP5;CCNB1;NEGR1;CHRNB2;PLAU;DSG2;CHI3L1;EGR3;CDK18;SIX1;IL1RAP;ARX;GFAP;ZFPM2;CXCL8;NPY;ISG15;OAS2;SPON2;IL17D;DLL1;HOXB7;ANGPTL4;TAC1;NELL1;TACR1;FLRT1;PRKCZ;SOX8;MAPT;HLA-DQB1"
"GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS",0.0082991700829917,0.245051858450519,0.274458322521325,1.44429450162044,82,199,"COL11A1;EGR2;ERVW-1;DLX5;NOS1;GBX2;SFRP1;GJA1;ANGPT1;ACTN1;DSCAM;CD36;COL5A1;TBX5;NDNF;ITGB3;MYBPH;C5AR1;FBN2;SLC24A4;LRP2;HMGA2;COL15A1;CEND1;THBS1;ROBO2;COL4A2;KNDC1;PGF;CYP1B1;DOCK5;LAMB1;IRX2;MEGF11;ATP8A2;DUSP5;SFRP2;HSPB6;COL8A2;ADAMTS15;SPRY1;DUSP4;ANXA2;ENPEP;NR2E1;FOXJ1;DCN;APLNR;CDK5R2;ITGB2;IL1B;EYA1;SDC4;LOXL2;CCL2;FAM20A;CXCL10;TBR1;ITGB4;TGFB2;COL1A1;NGFR;ANGPT2;FN1;SCG2;TSPAN18;UGT8;CYBB;SOX11;SULF1;TREM2;MMP14"
"GOBP_LOCOMOTION",0.0082991700829917,0.245051858450519,0.272544045007203,1.43698352804334,82,205,"PDGFD;CCL3L3;EDN3;FOLR2;NEXMIF;CCL4;NRG1;P2RY12;SFRP1;GJA1;ANGPT1;DSCAM;TBX5;ERBB4;CCL4L2;GPR37;ICAM1;LGR6;ITGB3;SLIT1;C5AR1;FBN2;HGF;EPB41L4B;BST2;THBS1;ROBO2;CCN4;CCL3;PGF;SEMA3A;CYP1B1;DDR2;DOCK5;LAMB1;SEMA3D;AKAP12;DPEP1;SFRP2;CAMSAP3;CAMK2B;UNC5C;ACTA2;NR2E1;ALOX15B;DCN;GRIA1;FERMT1;NTNG2;FLNA;EGFR;ITGB2;IL1B;SDC4;CCL2;CXCL10;CXCL14;TBR1;TGFB2;COL1A1;NGFR;ANGPT2;FN1;SCG2;SEMA6B;LGALS3;ATP1B2;SULF1;TREM2;MMP14;SPOCK3;RARRES2"
"GOBP_REGULATION_OF_MACROPHAGE_MIGRATION",0.00811359026369168,0.245051858450519,0.586452555523022,1.80504180955705,67,11,"P2RY12;C5AR1;THBS1;CCL3;CCL2;TREM2;MMP14;RARRES2"
"GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE",0.00845895239128077,0.245309619347142,0.47918180843642,1.77895143134732,77,21,"TMEM163;KCNE4;GJA1;KCNE5;SLC24A4;NPPA;KCNIP1;HAMP;FXYD7"
"GOBP_MONONUCLEAR_CELL_MIGRATION",0.00961637886464688,0.269258608210113,0.408562579530125,1.70113306566964,92,34,"PDGFD;FOLR2;CCL4;P2RY12;ICAM1;ITGB3;C5AR1;THBS1;CCL3;MYO1G;CCL2;CXCL10;LGALS3;TREM2;MMP14;RARRES2"
"GOBP_REGULATION_OF_CHEMOTAXIS",0.00951309328968904,0.269258608210113,0.396572786591704,1.69542129711629,92,39,"PDGFD;EDN3;CCL4;P2RY12;DSCAM;SLIT1;C5AR1;THBS1;ROBO2;CCL3;PGF;CCL2;CXCL10;TBR1;ANGPT2;SCG2;TREM2;RARRES2"
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",0.010061838381721,0.272340425531915,0.428491335886887,1.71899417469131,95,29,"COL11A1;GJA1;COL5A1;ITGB3;HMGA2;COL4A2;LAMB1;DUSP5;SFRP2;DUSP4;ITGB2;EYA1;ITGB4;FN1;MMP14"
"GOBP_NEGATIVE_REGULATION_OF_GROWTH",0.00997861724875267,0.272340425531915,0.384968104402687,1.67065918022773,97,42,"SFRP1;GJA1;TBX5;RGS4;STC2;SLIT1;PI16;CDKN2C;BST2;NPPA;CDKN1A;FGFR3;SFRP2;RTN4R;ALOX15B;BCL11A;MT1M;TGFB2"
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.0103736754043503,0.276177850109259,0.503914595223248,1.77039203942729,92,17,"NRG1;IFI6;ICAM1;HGF;THBS1;SFRP2;IL1B;EYA1;SCG2;LGALS3;EYA4"
"GOBP_MESENCHYME_DEVELOPMENT",0.0105729533783103,0.27694316590929,0.360577078413697,1.64276806712974,104,56,"EDN3;NRG1;GBX2;SFRP1;TBX5;ERBB4;HGF;HMGA2;ROBO2;SEMA3A;SEMA3D;EPHA3;SFRP2;ACTG2;SPRY1;ACTA2;APLNR;IL1B;LOXL2;TGFB2;COL1A1;FN1;SEMA6B;AMH;DSG2;SIX1;ZFPM2;TMEM100"
"GOBP_FIBROBLAST_MIGRATION",0.0108800773694391,0.280464216634429,0.592406165131584,1.77366117150173,89,10,"ITGB3;THBS1;DDR2;AKAP12;CD248;ACTA2;SDC4"
"GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.011763436218433,0.28598931151661,0.460786848244102,1.7311526886088,108,22,"NEXMIF;P2RY12;ICAM1;ITGB3;CYP1B1;NPNT;SFRP2;FERMT1;ITGB2;ITGB4;TGFB2"
"GOBP_CELL_MOTILITY",0.0117988201179882,0.28598931151661,0.257959395833354,1.38222185644858,117,257,"PDGFD;CCL3L3;EDN3;FOLR2;NEXMIF;CCL4;PAK3;P2RY12;GBX2;SFRP1;GJA1;ANGPT1;COL5A1;TBX5;ERBB4;NDNF;CCL4L2;ICAM1;LGR6;ITGB3;SLIT1;CDH19;C5AR1;FBN2;HGF;EPB41L4B;CEND1;BST2;THBS1;CCN4;CCL3;PGF;DNAH11;SEMA3A;CYP1B1;DDR2;DOCK5;CDH22;LAMB1;SEMA3D;EPHA3;AKAP12;CD248;DPEP1;SFRP2;CAMSAP3;CAMK2B;UNC5C;ENPEP;ACTA2;NR2E1;ALOX15B;FOXJ1;DCN;FERMT1;CCK;CDK5R2;NTNG2;FLNA;EGFR;ITGB2;IL1B;SDC4;MYO1G;GFRA1;LOXL2;CCL2;CXCL10;CXCL14;ITGB4;TGFB2;COL1A1;NGFR;ANGPT2;FN1;SCG2;SEMA6B;SELL;LGALS3;ATP1B2;SULF1;DRC1;TREM2;MMP14;SPOCK3;RARRES2;EMX2;CTSH;PLAU;EGR3;NDN;SEPTIN4;TMEFF2;CELSR1;SIX1;TREM1;CDH8;ARX;TNC;USP9Y;DAAM2;SPOCK1;CXCL8;GDF15"
"GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.0117140015471323,0.28598931151661,0.489297506174992,1.7450773813957,105,18,"SCNN1B;FCGR2A;FCGR1A;AZGP1;ICAM1;FCGR2B"
